Sentimento,Text
A FAVOR,"@SHOCK1805 @PTnoSenado Tem razão Shock pra tu ter uma idéia do quanto somos bundões, dia 2 em Sampa vai acontecer outro #Lulalivre festival, e ninguém fala nada. Era pro País inteiro tomar conhecimento, encher aquele lugar de gente."
A FAVOR,"#Lulalivre #AGloboVetaEUVOTO #Resistencia144Dias
Site da gigante do varejo colocou à venda pelo menos 37 camisetas defendendo as posições do 
#bozo e outros... https://t.co/KD3DScOpM4"
A FAVOR,"#PiauíÉLula
#PovoComLula  #PovoComHaddad #ManuLulaHaddad❤
#LulaLivre
VAMOS RESISTIR ATÉ DEPOIS DO FIM! https://t.co/wEyzpI3HdM"
A FAVOR,"@AnaConcli @LulaOficial @STF_oficial @TSEjusbr Os Golpistas de preto não estão para brincadeira.....Para roubar nossos votos  e ferrar o Presidente #LulaLivre  trabalham até  nos sábados, domingos e feriados.  Já para o resto......."
A FAVOR,"#LulaLivre Flávio Tavares explica ao quadro ''Brasil, O Golpe, Uma Ópera do fim do ... https://t.co/62pvtxB9Om via @YouTube"
A FAVOR,"Daqui a pouco estaremos na Central do Brasil em mais um ato de campanha! Nos vemos lá às 16h? Vamos juntos espalhar a ideia de que o Rio de Janeiro pode ser mais feliz com #MarciaTiburiGovernadora! 
#MarciaTiburi13 #TáComLulaTáComMarcia
#LulaPresidente #LulaÉCandidato #LulaLivre https://t.co/s5pB3OaO7x"
A FAVOR,"ENQUANTO ISSO, LULA ESTÁ PRESO POR UMA REFORMA QUE NUNCA FOI FEITA NO TRIPLEX DE MORO! A FARSA DA #LavaJato 
#CondenaçãoDeLulaÉFraude
#LulaPresidente #LulaLivre https://t.co/yd9P3JnmDO"
A FAVOR,"Que lindeza: #LulaLivre #LulaPresidente 

&lt;3 https://t.co/bEEBPDHRjT"
A FAVOR,É a razão de viver deles! O que fizeram com relação aos robôs do Bozinario? Nada! Estão investigando o Amoeda e seu abuso do Poder Econômico? Nada! Só perseguição ao Lula e ao PT. #LulaLivre #LulaHaddadManuela https://t.co/Gpepb1o5YH
A FAVOR,@requiaopmdb Com mortadela e muito pão a juventude vai fazer revolução ✊🏼 #LulaLivre #LulaManuHaddad
A FAVOR,#LULALIVRE que diz né mores? https://t.co/biwkyKJVH3
A FAVOR,"A cobra fica na moita, só esperando para prejudicar o Lula. Ela faz alguma outra coisa na vida? #LulaLivre #LulaHaddadManuela https://t.co/cGDPqhyaEn"
A FAVOR,"Instituto DEMOCRACIA e LIBERDADE pede ao TSE para CENSURAR os institutos de pesquisa!!!!!!!

Perdeu!

Mas que o Brasil está ao CONTRÁRIO está!!

#LulaLivre 
#LulaPresidente13 https://t.co/Uqg4MKrbui"
A FAVOR,@deltanmd #LulaLivre a mídia internacional tá de olho @deltanmd
A FAVOR,Vídeo que todo mundo deveria assistir. #LulaLivre https://t.co/dvzir4KuHS
A FAVOR,"A terceirização piora as condições de trabalho, diminui o salário e os direitos do trabalhador. Temer concedeu aumento aos juízes e hoje os juízes do STF estão referendando a precarização do trabalho. Daremos a resposta nas urnas. #LulaLivre #RevogaTudo #TerceirizaNãoSTF"
A FAVOR,"Em Salinas, nessa quarta-feira, 29, nos reunimos com lideranças. Conversamos sobre a conjuntura política, prestamos contas na nossa atuação e reafirmamos o compromisso de continuar buscando melhorias para a população do Norte de Minas. #PadreJoão1315 #Eleições2018 #LulaLivre https://t.co/svngV84pjT"
A FAVOR,Boicote às Lojas Americanas. #LulaPresidente  #LulaLivre https://t.co/BwpRP1rOfr
A FAVOR,@juniornovarino @adspsp @limaynardes @LulaOficial Ou oito de presidência! #LulaLivre
A FAVOR,"- Não vou votar no Lula
- mas seu candidato é racista!
- Mas quem disse que Bolsonaro é meu candidato? 
- #LULALIVRE 
- ok! Vamos ter uma discussão inteligente...
- FASCISTA
- Q?
- RACISTA, HOMOFÓBICO
- mas ele falou que...
- GOLPISTAS
- mas pq você...
- VIVA A REVOLUÇÃO"
A FAVOR,"#LulaLivre
Conheça o xote https://t.co/teWDbVOORY"
A FAVOR,"Vamos economizar dinheiro, gente! A campanha será longa e dura! Água da torneira! #LulaLivre #LulaHaddadManuela https://t.co/XRB2Lmgv8D"
A FAVOR,"Lula é o zordon dos Power rangers 

#LulaLivre #ManuelaeHadadd

&lt;3 https://t.co/TECiQRZxyL"
A FAVOR,"DESAFIO LANÇADO!
MORO JÁ APRESENTOU ALGUMA PROVA? ALÔ @STF_oficial !!!
#LulaLivre #MoroCadêAProva ??? https://t.co/XRzIJVqRPt"
A FAVOR,"Quantos milhões foram pagos para ""especialistas"" chegarem a conclusão da obviedade? 
Governo socialista do PT comprovou, sem estudos, que a queda da mortalidade infantil está ligada a melhora da renda das famílias! 
#LulaPeloBrasil 
#LulaLivre https://t.co/LGcGCdqURK"
A FAVOR,Golpistas preparam luz mais cara e apagões: Eletrobras terá mais três leilões - Diário Causa Operária https://t.co/g2oqBUL3lj temerVAMPIRÃO stfacovardado tamufritu Voltaaaaa LULA #LulaLivre
A FAVOR,"O povo sabe. O povo lembra.

 Confira a íntegra da carta de Lula para a Rádio Guaíba: https://t.co/jgePALKdhW

 #LulaPresidente #LulaLivre #OBrasilFelizDeNovo https://t.co/M4GuSKxaFV"
A FAVOR,"@Poder360 Poder360: potencial de voto de Haddad “apoiado pelo #CONDENADO” é de até 34% (https://t.co/xy3133MtKk)""#Duvido.#Malddad perdeu de lavada o primeiro turno da eleição pra #PrefeituraSp com #LulaLivre,imagine agira que #LulaÉPresidiario😅 Dou 3%(menos que @joaoamoedonovo )"
A FAVOR,"Amo mais que torta de chocolate recheada de brigadeiro. 
1️⃣3️⃣❤️🇧🇷
#LulaLivre https://t.co/0D2jw5GFBy"
A FAVOR,"Plantão #LulaLivre

No Dia Nacional da Visibilidade Lésbica e Bissexual, a Vigília Lula Livre recebeu a presidenta da CUT-PR, Regina Cruz, e o diretor da APP-Sindicato, Clau Lopes, para uma roda de conversa sobre o tema. https://t.co/QG10dGJzcF"
A FAVOR,"Vamos expressar nossa indignação com a prisão injusta do #Lula. Hoje,  às 16h, todos juntos no tuitaço #ONUGaranteLula! Convido vocês, mineiros e mineiras, a participarem de mais essa batalha pelo nosso presidente @LulaOficial. #LulaLivre #LulaPresidente https://t.co/RlNQoIseaR"
A FAVOR,"Plantão #LulaLivre

No Dia Nacional da Visibilidade Lésbica e Bissexual, a Vigília Lula Livre recebeu a presidenta da CUT-PR, Regina Cruz, e o diretor da APP-Sindicato, Clau Lopes, para uma roda de conversa sobre o tema. https://t.co/0Josh7ywMi"
A FAVOR,"Para o Gilmar dizer isto, se eu estiver certo no meu modo de ver, Lula será solto a qualquer momento, esta é uma declaração, de reconhecimento de erro, um grande passo para as coisas tornarem como elas deveriam ser desde o começo:Justas!
#LulaLivre  Graças a Deus! https://t.co/FhggWgYq4X"
A FAVOR,"#LulaLivre 
Quero votar em Lula para Presidente. https://t.co/WyWrNFqxvi"
A FAVOR,O mundo sabe!! #LulaLivre https://t.co/rajJhpBuO0
A FAVOR,Lula / Haddad presidente. Dilma Rousseff senadora. Deputados e senadores do PT ou esquerdas. Brasil voltando aos trilhos. Brasil forte! #LulaPresidente #LulaLivre #LulaCandidato
A FAVOR,"Eles vão acatar as ordens da ONU sim, é uma Hierarquia que tem por obrigação ser respeitada e obedecer as ordens dela!
#LulaLivre 
Lula já é nosso Presidente!! https://t.co/yuXRsLQnCw"
A FAVOR,"#Lulalivre #AGloboVetaEUVOTO #Resistencia144Dias
Fernando Haddad e Manuela D’Ávila, ambos vices de Lula, respectivamente, marcharão nesta quinta (30) pelas ruas centrais de Curitiba pela liberdade e direito de Lula ser candidato à Presidência da... https://t.co/pcekISusSN"
A FAVOR,"@requiaopmdb @Haddad_Fernando Hoje, Fernando Haddad estará no Paraná que também cantou: “Olê, olê, olá, Lula, Lula”. A Feira do Largo da Ordem, em Curitiba foi o local onde centenas de pessoas se reuniram para o #Lulaço em apoio a Lula #LulaLivre #LulaPresidente https://t.co/9po0j49uj8 https://t.co/K71MFOBiJo"
A FAVOR,"#LulaPresidente
#Lulalivre
#OBrasilFelizDeNovo

Pessoal olha oque acabou de chegar, direto da loja oficial do PT! https://t.co/NL5g8P5PF5"
A FAVOR,"@g1 Calma, o Temer já arranjou tudo com a corja de toga. #LulaLivre https://t.co/nJHBRo4Yc1"
A FAVOR,APOIO INTERNACIONAL A LULA: LÍDER ALEMÃO VAI A CURITIBA #LulaLivre #FreeLula https://t.co/mz16A5hSka
A FAVOR,Alckimin já mandou avisar: #LulaLivre https://t.co/vtTGAgAKn4
A FAVOR,"Você sabe o que é ""gratidão""?
Se sabe,então não preciso falar  porquê de Lula estar liderando as pesquisas! #LulaLivre 
Gerson José da Silva"
A FAVOR,"@g1politica STF BANDIDOS DE TOGA 
Tenham  coerência e mostra pro mundo que o Brasil  tem um pouco de ética  !!!
#LulaLivre"
A FAVOR,"@FNDC_BR #DemocratizaçãoDaMídia #LulaLivre 🇧🇷 #EntreVistas️ @RedeTVT

Adv. d @LulaOficial @CZMartins denuncia parcialidade da velha mídia comercial contra ex-Presidente

FNDC Democratização da Comunicação * Para... https://t.co/cWshyh4Ob8"
A FAVOR,"quando vc acha que já leu de tudo na internet: ""nazismo é de esquerda""
assim como o facebook, o twitter, a onu, a globo, a veja, a cnt/mda...
Basicamente tudo que eu discordo, ou que ruim é de esquerda.  🤣
#LulaPresidente #LulaLivre #Lawfare #BrasilFelizdeNovo #LulaHaddadManu13 https://t.co/wK07WDwRwW"
A FAVOR,"Aplicativo do Novo troca pontos por prêmios, prática ilegal pela legislação eleitoral.

#JN tem q denunciar , como fez com o mensalinho do PT

Cadê a isenção?

3 minutos de matéria, vamos lá.

 https://t.co/dYtJcsTUPY
#LulaLivre #jg #GloboNews #BandNewsFM #G1"
A FAVOR,"Estou preparando meu coquetel molotov @TSEjusbr 
Brincadeira, não precisam se borrar de medo.😂😂😂😂.
#OBrasilFelizDeNovo 
#LulaLivre"
A FAVOR,"GENIAL a primeira inserção do Alkcimin, BALA NÃO RESOLVE PORRA NENHUMA. Atacou no ponto certo. #ForaBolsonaro &gt; #LulaLivre https://t.co/XhLiYFNhME"
A FAVOR,@correio_dopovo @jucaramteixeira Quem tem medo do @LulaOficial tem medo do povo no poder de novo #lulaécandidato #lulalivre
A FAVOR,"Como em um quebra-cabeça, em que cada peça tem sua importância, a voz de cada cidadão, de cada comunidade, de cada coletivo é o fortalece nossa atuação. Assista o depoimento das Mulheres da Comunidade Quilombola de Riacho da Cruz,Januária. #PadreJoão1315 #Eleições2018 #LulaLivre https://t.co/erKC9V85Gh"
A FAVOR,"@cynaramenezes @ptsc @psolsc @PCdoBSC Gente, é muita PUTARIA! Só tem 1 jeito, além do óbvio BOICOTE à tal da @havan e à @recordtvoficial ...
Encher o saco do @TSEjusbr e do @MPF_PGR pra ver se eles acordam e tomam alguma providência SÉRIA e URGENTE!
#EsquerdistasSeguemEsquerdistas
#Lulalivre 
#LulaPresidente"
A FAVOR,Soltem logo o #LulaLivre https://t.co/WjrKucLefX
A FAVOR,"Haddad não tem 'preconceito' contra votar em Alckmin no segundo turno 
#Lulalivre #PT #Manu #PlanoB https://t.co/TD6AO7MhxG"
A FAVOR,"@jandira_feghali #OBrasilFelizDeNovo  estamos juntos por um país mais justo e menos desigual.
#LulaLivre"
A FAVOR,"@jandira_feghali Bem vindos bravos companheiros, vcs valem a luta! #LulaLivre"
A FAVOR,Nem acordei para assistir. Só acordo na hora do jogo de futebol! #LulaLivre #LulaHaddadManuela https://t.co/J1KaLvyJ7a
A FAVOR,"Fique por dentro de tudo que acontece na campanha de #Robinson13500. Para fazer parte da nossa lista de transmissão basta adicionar (71) 996913500, enviar uma mensagem com seu nome e cidade e participe da nossa  campanha. 
#ForçaNovaPraLutar #DeputadoEstadual #LulaLivre https://t.co/DMco9VNMRt"
A FAVOR,É Isso que a gente precisa fazer....Com #Lula Candidato ou não...Precisamos mostrar essa farsa ao mundo....Porque eles podem tirar o #Lula de onde ele não deveria está.....Isso é uma farsa....E eles cada vez mais investigam sobre isso lá fora...Precisamos gritar.....#LulaLivre... https://t.co/cFpZ3bXxp1
A FAVOR,"@JQTE_ Urgente favor compartilhar O UOL acabou de colocar uma enquete pra saber se Lula deveria ser candidato, vamos lá votar! A gente tem que DOMINAR as redes, mostrar pra todo mundo que Lula é candidato! #Lulalivre. Segue o link: https://t.co/jBWu63r8gx

*VAMOS LÁ PESSOAL!"
A FAVOR,"@dilmabr @LulaOficial A bandidagem golpista quer levar a cabo seu plano sórdido e perverso de manter preso o maior estadista vivo da América Latina, sem crime e sem provas, para enfim desestabilizar a oposição e por fim à democracia! É preciso reagir hoje e sempre!!!  #LulaLivre  #LulaeHaddad"
A FAVOR,Dilma: Lula fora das eleições é afronta aos direitos do povo https://t.co/jEgug6RYeq via @tijolaco Mais uma né Presidenta Eleita @dilmabr  😥 GOLPEJurídicoMidiático no Brasil destruindo tudo #LulaLivre
A FAVOR,"PREM está recolhido a um motel, tuitando para os políticos emPREMados! #LulaLivre #LulaHaddadManuela https://t.co/XlNr7q0xP4"
A FAVOR,Justiça golpista ameaça PT por financiar campanha de Lula - Diário Causa Operária https://t.co/Li2LSgTuTv Com LulaDeAaZ até às últimas consequências #LulaLivre
A FAVOR,"#LULALIVRE
Basta de golpe!!!!!

Dilma: Lula fora das eleições é afronta aos direitos do povo https://t.co/bjsoAHBCOa via @tijolaco"
A FAVOR,@revistaforum Isso sim que é notícia boa. Fora golpistas. #LulaLivre #LulaPresidente #OBrasilFelizDeNovo
A FAVOR,@lacerda1948 😀😀#LulaLivre para ver #OBrasilFelizDeNovo
A FAVOR,"Você aí, acha mesmo que vai ter ""Lula Livre""? #CiroPresidente #Ciro12 #LulaLivre https://t.co/I6AN4zbPZI"
CONTRA,"@LulaOficial Isso é uma afronta às instituições brasileiras, principalmente a justiça. O Lula e o PT não respeitam ninguém. Querem fazer que parte do povo acredita na inocência dele,  jogando estes, desprovidos de conhecimento, contra a justiça brasileira. LULA NÃO É INOCENTE #LulaPreso"
CONTRA,"ONU protegendo um bandido preso e condenado... 
Direitos humanos sempre protegem bandidos dizendo que são vitimas da sociedade...
Coincidência?? Não kkk só a ONU sendo ONU! Um lixo de organização que só protege bandidos e luta contra Israel. 
#ONUGaranteLula #LULAPRESO"
CONTRA,"@ElzaMonteiro9 Sabe qual é a parte curuosa, Elza: nenhum deles é juiz no caso. #lulapreso"
CONTRA,"""Deu ruim pro PT""... Pesquisa do Ibope mostra que eleitores do #Lulapreso podem ""eleger"" Bolsonaro! E agora, José?😂😂"
CONTRA,@ManuelaDavila Você é SUBMISSA de dois homens que te colocaram para trás. #LulaPreso é quem tem que falar e não a vice do vice. Existe feminista submissa? #ONUGaranteLula? 🤣🤣🤣 #BolsonaroPresidente17 #DIREITASEGUEDIREITA #DireitaUnida
CONTRA,"@MBLivre #Estamos coma a justiça, ou seja, com ""Moro"",#Lulapreso..."
CONTRA,"@Jairopintor @mariadorosario @LulaOficial Esse posso só prós toupeiras cegos/surdos/mudos que enxergam no PT uma religião e no Lula um Deus. PRO RESTO INTELIGENTE da população, a máscara caiu faz tempo!!!! #lulapreso"
CONTRA,"@LulaOficial é presidiário, não adianta querer ser salvo por tudo quando é brechas e chicanas. Isso sim é querer da um golpe MONSTRUOSO no Brasil. Se hoje estamos no fundo do poço não é coisa de agora, isso já se arrasta de vários anos todos sabem. #LulaPreso #lulapresidiário"
CONTRA,"@Enquette_ Só quem apoia a candidatura de #lulapresidiario é corrupto, bandido igual à ele... pague pelo seu feito #LulaPreso"
CONTRA,#Inelegível ficha suja #LulaPreso https://t.co/M1c7boBgXo
CONTRA,"@LulaOficial #LulaPreso crápula mentiroso, condenado por corrupção, ficha suja inelegível"
CONTRA,"@pauloteixeira13 Negativo, lugar de bandido condenado é na cadeia!!! #LulaPreso"
CONTRA,@PTnoSenado negativo! lugar de bandido condenado é na cadeia #LulaPreso
CONTRA,@claudioedantas O partido inteiro deve ser expulso do Brasil! #lulapreso
CONTRA,#ONUGaranteLula E essa vergonha que o PT ta querendo passar de novo kkkkkkk #LulaPreso #Lulalivre2030
CONTRA,#ONUGARANTELULA #Lulapreso no Paraná saravá lula continua no inferno #Lulanacadeia #Luladrão #ForaONU
CONTRA,@PTnoSenado A #ONU vai garantir o condenado preso #LulaPreso por corrupção ficha suja que ele mesmo assinou
CONTRA,@ManuelaDavila A #ONU jamais vai defender bandido condenado em duas instâncias por corrupção #LulaPreso vai ficar preso
CONTRA,@Estadao @fausto_macedo Corrupto condenado em duas instâncias esse crápula #LulaPreso quer ter direitos? Vai se catar
CONTRA,"@badbitcheverrr boa tarde, #lulapreso"
CONTRA,@Adote1Amigo @alexandrecct @souguereira @lojasamericanas HAHAHAHA! Agora sim- AMERICANAS JÁ ! #lulapreso
CONTRA,Eu vou trabalhar com a tag #Lulapreso kkkkkkk
CONTRA,@ptbrasil Com certeza o STF vai até interromper a sessão pra ler os comentários aqui na hashtag. Nunca vi vocês subirem a tag #LulaPreso ou #LulaNaCadeia.
CONTRA,"Via @estadao: Lula culpa Tribunal da Lava Jato por 'instabilidade político-jurídica' -  https://t.co/94ORL3m0ts Lula é um MAU CARÁTER CR\ÕNICO. Ele,ChefeDeOrcrim,corruPToMor,responsável p/toda esta crise.#LulaPreso"
CONTRA,@dilmabr @LulaOficial #lulapreso sempre pois lá é lugar de bandido
CONTRA,@dilmabr @LulaOficial O desembargador ficou 3 horas lendo provas contra esse bandido lavador de dinheiro. É inocente sim. #LulaPreso
CONTRA,Política é nojento mesmo...Sempre colocando a culpa no outro. Mas o temer não era vice da Dilma? Estão super confiante com o papel de figurante do #lulapreso #eptv1
CONTRA,"A #mídialixo sendo #lixo de verdade! Imagina o Plano de #LulaPreso para a segurança? Soltar todos os bandidos, prender toda polícia e excluir a #LavaJato🤔 https://t.co/YhOp7yts4N"
CONTRA,Estamos vivendo o climax da #políticaLixo! #LulaPreso e muito preso! https://t.co/q0JMpYWwaT
CONTRA,"Qualquer notícia que mostra pesquisa com o Lula é fake news. 

#Brasil #eleicoes2018 #LulaPreso #LulaPresidente"
CONTRA,#LulaPreso e muito preso! https://t.co/Ou7bu7GGQ7
CONTRA,@jjbonnies @mtesperon @iaragc Só especulações mesmo... A vdd é outra.... #Lulapreso👍
CONTRA,"Entendam,
Quando mais falam que este Lula está  na frente das falsas pesquisas. Mais o Dólar sobe... mais investidores se afastam do Brasil... afinal quem vai querer investir em um país que o Presidente é condenado por corrupção?
#datafolha 
#LulaPreso
#Lulaepresidiario"
CONTRA,@PauloBa30395640 Vai tomar no CU seus #lulapreso vagabundos
CONTRA,@Castro2Monica Agora comprarei mais vezes nas lojas americanas! #Lulapreso
CONTRA,"Argumento #PTista: ""#Bolsonaro não presta"".
Argumento pra #Ptistas ""#LulaPreso está Muito preso""."
CONTRA,"@UOL Apoiando bandido @UOL que vergonha em 
Não sabia que preso pode se candidatar 
Vamos cair na realidade 
#Lulapreso"
CONTRA,@JovemPanNews @veramagalhaes Sim... o plano L. #LulaPreso #Lulanacadeia
CONTRA,@UOL Por que será que não usam uma foto atual? 🤔😂 #LulaPreso
CONTRA,"Mito fazendo os militontos ficarem doido...
#LojasAmericanas
#Bolsonaro17
#LulaPreso https://t.co/vlvnY3PlQp"
CONTRA,O fim de Lula - #LulaPreso https://t.co/oTT8Hgk1tV
CONTRA,"Quando essa Katia fala que é candidata do lula, é a mesma coisa do traficante da esquina falar que é empresario do fernandinho beiramar!!

#ptnuncamais
#ptransodobrasil
#ptcorrupto
#lulaladrão
#lulacriminoso 
#lulapreso"
CONTRA,"Só de ver essa senhora de vermelho já me da um embrulho no estomago. como alguem pleiteia um condenado criminoso para ser governante??? #lulapreso #lulacriminoso #ptquadrilha
#aredação
#debategoiás
#vemprozé
#zeelitonvencedebate
#ondaazul
#pragovernadoromelhor
#zéeliton"
CONTRA,O #LulaPreso quer voltar pra colocar o #Brasil 100% pobre! https://t.co/ZBvAknw7HC
CONTRA,A que ponto chegamos ou onde chegaremos? A marca #Lula morreu! #LulaPreso e muito preso! https://t.co/cpDZLiHbUH
CONTRA,"Aimmm meu vizinho e do sindicato dos metalúrgicos, vota no PT e faz um inferno da minha vida... então é culpa do #LulaPreso

Ah tomá no cú... é muito mimimi

#BolsonaroPresidente17"
CONTRA,"Só acho que o Lula deveria se soltar mais nos debates, estou achando ele um pouco preso.

#Lulanacadeia #eleicoes2018 #LulaLivre #Bolsonaro2018 #STFvergonhanacional #LulaPreso"
CONTRA,"Disponível na penitenciária mais próxima. 
#luladrão #lulaladrão #lula #LulaPreso #LulaPresidiário #kidding #fun #funny #piada  https://t.co/D1FJZIzXLx"
CONTRA,"Disponível na penitenciária mais próxima.

#humor #comedia #meme #lula #luladrão #lulanacadeia #LulaPreso #ForaPT https://t.co/OVFh72OXPI"
CONTRA,"“Multidão” em Cuiabá pedindo o presidiário livre. A contar pelos poucos gatos pingados e pela qualidade da faixa, acho que tá faltando grana. Hehehe #lulapreso #lulaladrao 👊🏻💪🏻 🇧🇷"
CONTRA,"@filgmartin @joaoamoedonovo @partidonovo30 Partido Novo lembra a música de  Cazuza e o ""museu de grandes novidades"".

#Presodenciavel
#LulaPreso #LulaPresoSempre
#MolusconaCadeia    
#CadeiasemLulaeFraude
#FBIpeguemoLula
#FimdoForo #10medidas #ForaMaia #BastadeCoroneis #LulanaCadeia #LulaemCana #BrahmanaCadeia #foraPT"
CONTRA,"Fim de linha para Lula.

#lula #luladrão #lulanacadeia #LulaPreso #ForaPT #TSE https://t.co/IXTtJR6Fo7"
CONTRA,"@mariadorosario Supera. Conversa com um psicólogo. Se liberta. Ahhh....esqueci.... você precisa do foro privilegiado. Aí sim, vai se libertar... da cadeia... #LulaPreso"
CONTRA,"Pauta: Lula Ficha Suja. 

#LulaPreso https://t.co/XAWL18uJWQ"
CONTRA,#alckmin  dando revertida no canal globonews  😂😂😂😂😂 #Lulapreso e a rede insiste em dar pesquisa mentirosa! Amanha a fantasma será tratada a #paodeló 😡😡😡😡 #eleicoes2018 https://t.co/POOB7NjZ2O
CONTRA,"O que dizer sobre isso hein @RedeGlobo  @realwbonner ?

Vcs vão  perder a mamata e estão desesperados

@jairbolsonaro #Bolsonaro17 
#BolsonaroPresidente17 
#lulapreso https://t.co/Kr7exvYOIP"
CONTRA,O Brasil vai sorrir de novo. #DireitaUnida #DireitaSegueDireita #lulapreso https://t.co/mfoyRQnbUH
CONTRA,"TSE pode julgar registro de Lula na sexta-feira
 https://t.co/p4dGZyKjP6 #curitiba #jornale #noticiascuritiba #lulalivre #Lulapreso #republicadecuritiba #sergiomoro #política #político #brasileiros #povobrasileiro #eleições2018 #lula2018 #lulapelobrasil #partidodostrabalhadores"
CONTRA,"Não aguento mais ouvir o @realwbonner dizer que o Lula está preso em Curitiba! Caramba, ele ficará 12 anos lá. #lulapreso #GeraldoNoJN #globo #ptnacadeia"
CONTRA,"“Eu não tenho estas informações, você é mais poderoso do que eu e consegue”
Geraldo Alckmin para o Bonner

Kkkkkkkkkkkkkkkl

#AlckminNoJornalNacional #BolsonaroPresidente17 #Bolsonaro #LulaPreso"
CONTRA,"TSE fará sessão na sexta que pode julgar participação de Lula em horário eleitoral

The End #LulaPreso

https://t.co/7T2czXly8I"
CONTRA,@folha Grande era o triplex do bandido preso ! #lulapreso
CONTRA,Também não nos esquecemos que você dobrou a dívida interna... #lulapreso https://t.co/fdOppG6T4u
CONTRA,#Bolsonaro2018 e #lulapreso estão destruindo mais amizades que a carta de +4 Do Uno
CONTRA,@AntonioQuinto51 @LulaOficial Rei da bandidagem rei da roubalheira. #LulaPreso
CONTRA,"@mariadorosario Preocupe-se com sua campanha. Assim só aumenta o número de eleitores de Bolsonaro. Ou a senhora acha que o poço brasileiro gosta de sua postura? A senhora o acusa de machista e misógino e isso que sente é amor, só pode. #lulapreso"
CONTRA,@LulaOficial @AntonioQuinto51 Tem que ficar preso ate o último dia da sua pena.#LulaPreso
CONTRA,@cadutopia @pecesiqueira Bandido apoia bandido né #LulaPreso
CONTRA,@ManuelaDavila Eu sou o #LulaPreso
