Sentimento,Text
CONTRA,Enquanto isso o nosso molusco continua preso :D #LulaPresidente #lulapreso #lulapresidiário #luladrao https://t.co/sBTbkdml2o
CONTRA,"@Tatibertini @israel_mza Sim existe polícias despreparados!
Por causa da robalheira dos políticos não houve investimentos em saúde, educação e segurança!
Tivemos um presidente despreparado e ladrão!
#lulapreso
#BolsonaroPresidente17 
😉"
CONTRA,"Esse meu filho e.demais 😂
#lulapreso🤣😂😲 https://t.co/5kzrYHqq7C"
CONTRA,@AnaMLopesFotos Eu também. #lulapreso #amoedo2018
CONTRA,"142 de 4280

23:59 E esse machismo nos salários, como vai combater?
00:00 meu salário não vale...

#BolsonaroNaGloboNews #BolsonaroPresidente17
#Bolsonaro2018
#IstoéDesespero #LulaPreso #lulacorrupto #LulaNaCadeia  #lulapoliticopreso #LulaÉPresidiário  #RIPJornalismo https://t.co/wRX3Ym069b"
CONTRA,@LulaOficial Concordo com vc! Ninguém melhor pra fazer isso do que o MONSTRO DO PÂNTANO! O foda eh que vc tá “Preso” em outro compromisso... deixa pá próxima! #LulaPreso
CONTRA,@ptbrasil @LulaOficial @Haddad_Fernando Mas ele continua preso! Kkkkkkkk #LulaPreso #LulaLadrão
CONTRA,@MitndopraGeral1 @izzac007 @iAKigAMi_ @roxmo @jairbolsonaro Melhor foto que eu vou ver hoje kkk #LulaPreso
CONTRA,"@o_antagonista Nem a PF de Curitiba! 😉
#LulaPreso"
CONTRA,"É pra isso que eu pago a internet, eheheheh #BolsonaroNoJornalNacional #BolsonaroNoJN #lulapresidiário #lulapreso #luladrao https://t.co/pUVLs91DVf"
CONTRA,🤣🤣🤣 Só pra lembrar 👉🏻 #Lulapreso #BolsonaroPresidente17No1ºTurno https://t.co/XVKcjAo5F2
CONTRA,"SÓ NUM PAÍS de corruptos e sem justiça, portador de grande falta de ética, que um candidato condenado e atrás das grades pode estar como candidato a presidente dá República. A verdade é LULA PRESO. 
#DireitaUnida #Lulapreso"
CONTRA,#eleições #eleições2018 #perfeição #perfeito #lula #lulapreso #presidiário #presidenciáveis em Ribeirão Preto https://t.co/GFoxvqbxdF
CONTRA,As nossas crianças fazem essas atrocidades nas escolas e o Bolsonaro fica preocupado com kitgay 🗯️ #eleicoes2018 #LulaPreso #educação #eleicao2018 https://t.co/dbiiKpyvWm
CONTRA,Melhor agenda de todos os tempos! #lulapreso https://t.co/begQVcW80X
CONTRA,Lula queria que que Bonner e Renata fossem apresentar o JN especial direto da cela dele em Curitiba? #lulapreso https://t.co/lNn2oW4TGZ
CONTRA,@maximodejr E sai pelos fundos para a cadeia. #LulaPreso
CONTRA,@MBLivre Eu estou com a LEI #LulaPreso
CONTRA,"@mateus_sousa7 @MomentsBrasil @mcbretas Molecao... na boa!!! Vai estudar um pouco... um dia, quem sabe, a gente troca uma outra ideia.

Abs e #lulapreso #lulacondenado #chora"
CONTRA,"@folha Universitários ou maconheiros vagabundos sustentados pelos pais? 

Melhor #JAIR se acostumando

@jairbolsonaro @BolsonaroSP
@CarlosBolsonaro #BolsonaroPresidente17 
#BolsonaroNoJornalNacional 
#BolsonaroNaGloboNews 

#LulaNaCadeia
#LulaPreso @LulaOficial @ptbrasil 
@dilmabr"
CONTRA,"TSE nega ao PT cobertura diária de Lula na TV.
#Lulapreso #ForaLula

👍🏻Curtam
#LigaDaJusticaPage https://t.co/Ry9mNdQilJ"
CONTRA,"Eleitor de #Presidiario #LulaPreso não tem moral de esclarecer porra nenhuma , quem defende bandido tem que se calar simples assim . https://t.co/0zASyEYuJW"
CONTRA,"@MouraoVice Ao mesmo tempo que mantém uma candidatura ilegal para o substituto não ir aos debates e a imprensa ficar isenta de atacar a prisão do bandido chefe. Também priva de deixar claro que todos os outros são parceiros da roubalheira.
@TSEjusbr vamos impugnar logo. #LulaPreso"
CONTRA,"@radiobandnewsfm E o #Datafolha #PesquisaIbope tem valor????? Me poupe heim. 

Melhor JAIR se acostumando

#BolsonaroPresidente17 

#BolsonaroNoJornalNacional 
#BolsonaroNaGloboNews 
#LulaNaCadeia
#LulaPreso
@jairbolsonaro 
@BolsonaroSP"
CONTRA,"É primeira vez que eu um livro dito infantil não poder ser mostrado no jornal em rede nacional

#BolsonaroNoJornalNacional 
#ChupaGlobo #BolsonaroPresidente17 
#Bolsonaro #Mito #LulaPreso #LulaNaCadeia @LulaOficial @jairbolsonaro @BolsonaroSP https://t.co/06ibJcbVt0"
CONTRA,"Bom dia, inclusive pra quem está tomando café da manhã escondido! 
#LulaPreso https://t.co/ZMHtprlbDm"
CONTRA,"@ptbrasil @LulaOficial É, acho que todos os petistas do Brasil estavam aí....
Kkkkkk!
#ForaPT #LulaNaCadeia #LulaPreso #mimimi #Bolsonaro17"
CONTRA,@LulaOficial @Haddad_Fernando Eu queria ver o #LulaPreso fazendo campanha com os companheiros presidiários
CONTRA,E #LulaPreso me lembra os concursos de Carnaval em que Clóvis Bornay os disputava como hors-concours... https://t.co/oc0giMGRSF
CONTRA,"@carinavitral Posta a foto do Lula na bancada do JN, ops! #LulaPreso"
CONTRA,"@BlogdoNoblat #LulaPreso não pode ter regalias, é bandido condenado, inelegível, ficha suja, então fim de papo"
CONTRA,"@zehdeabreu Queria.ver o #LulaPreso #lulabandido andar na rua, toma café ir na feira ... bandido isso sim que esse lixo ... que por.conta de sua quadrilha matou mais que salvou"
CONTRA,"Lula com 37% 

por Roque Sponholz 
#lula #charge #eleicoes2018 #eleitor #lulapreso #voto #pesquisa #charge #humor #opovonaosabevotar https://t.co/V40LJz2Qsm"
CONTRA,"Aula de direito penal:
Matar uma pessoa: HOMICÍDIO 
Matar a si próprio: SUICÍDIO 
Matar um povo: GENOCÍDIO 
Matar um governo: VOTAR NO LULA

#LulaPreso"
CONTRA,Os artistas dependentes de Lei Rouanet são muito suspeitos. #eleições #eleições2018 #LulaPreso #esquerdanuncamais
CONTRA,"@zeboquita @milanijulicys @cristinaarfrei1 @AnandaMonteiro8 Vou te contar um segredo, votei na Dilma e no Pimentel na última eleição. 

#LulaPreso #LulaNaCadeia #navenezuelanaotempaocommortadela"
CONTRA,@jairbolsonaro O melhor é ver os #LulaPreso fazendo propagando gratuita pro Bolsomito KKKKKKKKKKKK
CONTRA,"@zeboquita @milanijulicys @cristinaarfrei1 @AnandaMonteiro8 Vou ze boquete, terminou o pão com mortadela. Tava sentindo sua falta, vai pra Venezuela em janeiro ou novembro mesmo.
Lá não tem pão com mortadela, aliás não tem nada pra comer.
#LulaPreso #LulaNaCadeia #venezuelanaotempaocommortadela"
CONTRA,Só sei q meu voto é João Amoedo Kakaka e foda-se o resto... #lulapreso #bolsonaromorto zoa Kakaka nada Contra
CONTRA,"Simples! A pesquisa é uma farsa, ora bolas! #lulapreso https://t.co/VZEI2kPXmK"
CONTRA,@carinavitral #BolsonaroNoJornalNacional. Se fosse o #LulaPreso qual imagem você colocaria? Os irmãos metralhas?
CONTRA,"Na verdade o lula só foi pra cadeia pra entender melhor como funciona o trafico de drogas no brasil para poder a partir da experiencial real com o problema criar uma solução 
#lulapreso"
CONTRA,"Grande decisão do @TSEjusbr , é desse jeito que o Brasil cresce. Colocando políticos presos em seus devido lugar...#LulaPreso #lulainelegível https://t.co/rbEHWYoCmF"
CONTRA,"@zeboquita Cadê a sua foto, ñ mostra pq? É procurado? Tá preso? Ou é muito feio 
#LulaNaCadeia #LulaPreso #acabouopaocommortadela"
CONTRA,"Só eu que adoro ouvir isso?

""O candidato Luis Inacio Lula da Silva não pode dar entrevistas, por determinação da Justiça, ele está preso em Curitiba, condenado por corrupção passiva e lavagem de dinheiro""

#LulaPreso #LulaLadrão #LulaCorrupto #LulaFoiCondenado https://t.co/xQj1K5yiZ6"
CONTRA,@LannesDelRey Ainda bem que ele está em primeiro lugar.. já o  #LulaPreso não né.
CONTRA,"@zeboquita @cristinaarfrei1 Vc não faz ideia o tanto q tô rindo da sua ignorância, acho q vc q vai ter uma úlcera de ver deu ""DEUS"" preso, máximo q posso ter é uma crise d tosse d tanto rir.
#cadeafonte #lulapreso #lulanacadeia #acabouopaocommortadela"
CONTRA,"Alguém já explicou pra @RedeGlobo que não vale desmentir quem já morreu e que não pode rebater por isso?

#Presodenciavel #LulaPreso #LulaPresoSempre
#LulanaCadeia #MolusconaCadeia #CadeiasemLulaefraude #BastadeCoroneis #FimdoForo #ForaMaia #LulaInJail #FBIpeguemOLula #10medidas https://t.co/pZSEvKdNfs"
CONTRA,"@zeboquita @cristinaarfrei1 Cadê a fonte? Ñ tem argumentos né, só repete #foigolpe, kkkkk
Vc não da meia lata de merda.
#lulacachaceiro #LulaPreso #LulaNaCadeia"
CONTRA,@Metropoles @N_Carvalheira Porra PT já era... #Lulaepresidiario #LulaPreso
CONTRA,"@ptbrasil @Haddad_Fernando @LulaOficial Post só 21.30h?
Estavam assistindo o #BolsonaroNoJornalNacional?
Kkkk
#ForaPT #LulaNaCadeia #LulaPreso #bolsonaro2018"
CONTRA,@startupdareal Para de falar bosta ! É #BolsoMito #LulaPreso #Chupaaaaa
CONTRA,@LulaOficial Luladrão seu lugar é na prisão #LulaPreso
CONTRA,"Lugar de ladrão é na cadeia, o Lula, está em casa????
#eleicoes2018 #MudaBrasil #Lulaladrão #lulapreso"
CONTRA,"@LulaOficial Voltar pra cela depois do banho de sol, só se for... #Lulaepresidiario #LulaPreso"
CONTRA,@bieberfollowBRA Entre ele o #lulapreso eu prefiro o @jairbolsonaro.
CONTRA,@ArthurValim Ainda bem que o #lulapreso seguiu arrisca os 10 mandamentos de Lênin.... Um verdade democrata humanista!
CONTRA,@manny_tag @edmilsonpapo10 Pena que você não vai ver a do seu candidato #BolsanaroNoJornalNacional #Lulapreso
CONTRA,"@OFurico_Oficial Como é que é? Eu não quero outro Regime Militar. Sou Conservador Moderado e não gosto de Extremismos. Avise-me se é isso que você espera de @jairbolsonaro que me desconectarei de sua conta.
#BolsonaroNoJornalNacional 
#LulaPreso"
CONTRA,#BolsonaroNoJornalNacional A Globo não gosta dele.....ô dó. #Bolsonaro #Bolsonaro2018 #Brasil #PauNoMolusco #LulaPreso #TchauQuerido #CorruPTos #ImpeachmentDilma
CONTRA,"@carcouca @ptbrasiI Perseverem então. Construam uma história digna, não defendam criminosos. #Lulaepresidiario #LulaPreso"
CONTRA,#BolsonaroNoJornalNacional já começaram dando na canela do @jairbolsonaro falando que #lulapreso é líder nas pesquisas.
CONTRA,"@joaoamoedonovo @na_serra Como eu quero muito o Estado Mínimo, meu voto é @jairbolsonaro

#Presodenciavel
#LulaPreso #LulaPresoSempre
#MolusconaCadeia    
#CadeiasemLulaeFraude
#FBIpeguemoLula
#FimdoForo #10medidas #ForaMaia #BastadeCoroneis #LulanaCadeia #LulaemCana #BrahmanaCadeia #LulaCondenado"
CONTRA,@calu_barros Pena que o lula não vai poder comparecer em nada como por ex #jornalNacional Porque é um LADRÃO é ta na cadeia pagando sua safadeza ksksksksk . E mais triste é que tem uns seguidores burrinhos!! vista sua camisa de PT é vá chorar lá #lulaLivre kkk só que Não kk #LulaPreso kkk
CONTRA,@TerraNoticiasBR Nem banho de sol ele está ganhando quem dirá a eleição... bandido não pode concorrer a presidência... #LulaPreso
CONTRA,"LULA DIZ QUE OS 11 MILHOES DE REAIS NO INVENTÁRIO DE DONA MARISA, SÃO FRUTOS DE 6 ANOS VENDENDO AVON. CHUPA NATURA !
 rs..rs..rs..

#Lulapreso #Lulaladrao"
CONTRA,Lula aparece na Nova Zelândia https://t.co/JKkWJSMmLj #Lula #PT #Eleicoes #Eleicoes2018 #LavaJato #LulaNaCadeia #LulaNaPrisao #LulaPreso
CONTRA,@LulaOficial Realmente... Na minha  opinião vc #Lula tem que se #soltar mais... Tô te achando muito #Preso 😂😂😂 #lugardebandidoehnacadeia #lulapreso #presidiario #lulalivredaqui12anos #barbudodosatanas
CONTRA,"Nenhum candidato é perfeito! O problema é que só cobram perfeição do Bolsonaro! 
Para os outros, até ser presidiário vale! #BolsonaroNoJornalNacional #BolsonaroPresidente #LulaLivre #LulaPreso #folha #G1"
CONTRA,#LulaPreso e você: https://t.co/ehfU2Nkl5a
CONTRA,"@o_antagonista Têm o dever de vetar sim porque #LulaPreso por corrupção, inelegível"
CONTRA,"@LulaOficial Devolva o cell pro carcereiro seu bandido. 
Largue de falar mentiras. 
#lulapreso"
CONTRA,"@gleisi Mas nem com uma carta do Papa...
#LulaPreso"
CONTRA,"Presidente dos pobres?? Ah ta. Tirou dos pobre para colocar no seu bolso isso sim
Só 13 motivos (tem muitos mais)
#lulapreso
https://t.co/Z8xmuwLM5M"
CONTRA,"O Presidiário que ama o povo
""Não é possível um povo CHATo"" diz o ladrão dentro do ônibus enquanto que os ""chatos"" estão do lado de fora ... Realmente ama o povo
#lulapreso
#MensalinhoDoTwitter
https://t.co/C9y1VNtyWf"
CONTRA,@LulaOficial A dupla réu e condenado são café com leite nessas eleições #MensalinhoDoTwitter #lulapreso #lulaladrao
CONTRA,"A presidenta e o PT ignoram a realidade de novo! O Celso Amorim diz q o Brasil deve seguir a RECOMENDAÇÃO da ONU; neste contraponto fica claro q na análise sobre os direitos políticos do Lula não foi levada em consideração a LEI DA FICHA LIMPA. #lulapreso

https://t.co/XM7pO3cRoB"
CONTRA,@jairbolsonaro  espero q sr qd sentar na cadeira do jornal Nacional pra sua sabatina .. Abra o jaleco e deixa a mostra sua camisa com uma BANDEIRA DO BRASIL.. Se possível diga #lulapreso e viva #sergiomoro BRASIL ACIMA DE TUDO E DEUS SOBRE TODOS
CONTRA,"É só impressão minha ou a Petezada tá sumida hoje? Não vejo ninguém com aquela $disposição$ em defender o #LulaPreso.

Devem estar em desespero pois, não sabem fazer outro tipo de militância que não seja paga. Afinal, só idiotas defendem o PT de graça. 

#MensalinhoDoTwitter"
CONTRA,"Fachin libera para julgamento pedido de liberdade de Lula
 https://t.co/fAGV3RG2XB #curitiba #jornale #noticiascuritiba #edsonfachin #lulalivre #Lula2018 #lulapelobrasil #lulapreso #partidodostrabalhadores #paranaenses #sergiomoro #republicadecuritiba #paranaense #política #cwb"
CONTRA,"Eles nunca sabem de nada... hipocrisia.
#lulapreso https://t.co/PYMybM0kUQ"
CONTRA,@jandira_feghali @Carlos70784900 Estou com Bolsonaro para acabar com essa farra toda #bolsonaro2018 #lulapreso #queapodreçanaprisao
CONTRA,"Essa ptezada só sabe roubar... Seja lá de q maneira for! Nojo dessa esquerdalha!
#LulaPreso #LulaÉPresidiario E sempre será! https://t.co/JisVIY4Kxy"
CONTRA,"Aeeeeee Cirão, que tongada hein?! @cirogomes #LulaPreso https://t.co/aKNYDt7X1R"
CONTRA,"@MadreDamaFestas @crisotobias @KelyBarrelin @lindberghfarias Aqui está um dos motivos de eu não querer #lulaPreso , eu não quero falar “vcs terá” 🤦🏻‍♂️"
CONTRA,"Obrigado @LulaOficial e @dilmabr arrebentaram com nossas economias por conta de populismo falso e caro, enganaram os pobres e menos favorecidos durante 15 anos. Agora vai ser cadeia para os dois. #LulaPreso #DilmaNaCadeia

#EuVotoBolsonaro17 
#VotoImpressoJa @TSEjusbr https://t.co/oJoDIIrq0n"
CONTRA,"@blogdosakamoto
Não vai falar nada sobre isso ?

@TwitterBrasil  #MensalinhoDoTwitter

#BolsonaroNaBand #BolsonaroPresidente17
#Bolsonaro2018
#IstoéDesespero #LulaPreso #lulacorrupto #LulaNaCadeia  #lulapoliticopreso #LulaÉPresidiário  #RIPJornalismo https://t.co/YwjmwCZvNO"
CONTRA,"@UOLNoticias Se foi liberado 500 milhões de reais para os twitteros.  O que pode ser liberado aí?

#lulapreso é um criminoso condenado e ficha suja."
CONTRA,"141 de 4280

E esse machismo e ameaça o @TwitterBrasil e as feministas suportam? #MensalinhoDoTwitter

#BolsonaroNaBand #BolsonaroPresidente17
#Bolsonaro2018
#IstoéDesespero #LulaPreso #lulacorrupto #LulaNaCadeia  #lulapoliticopreso #LulaÉPresidiário  #RIPJornalismo https://t.co/lfrV5HAbNM"
CONTRA,@EVOLUTWEET @ofernando34 @Estadao O cara defende um condenado e quer falar mal dos outros! #LulaPreso #LulaCorrupto
CONTRA,"@manotelli Quando o Pt faz m*?????
 Petrolao, Mensalão; todos os réus confessos dos Pt; todos os delatores q entregaram os esquemas do Pt.  Tdos fatos... #LulaNaCadeia #lulapreso"
CONTRA,O esquerdista @chico_pinheiro deveria ser o correspondente da @RedeGlobo na #republicadecuritiba para entrevistar @LulaOficial #LulaLivre #LulaPresidente #lulapreso #LulaNaCadeia #lulanaglobo #CiroNoJN #lulanojn #JairBolsonaro #BolsonaroNoJornalNacional
CONTRA,"Até o Lula @LulaPelo_Brasil já se decidiu.. #17 😆

17

#Lula17 #LulaLivre #Bolsonaro2018 #Bolsonaro17 #Lulapreso #Lulanacadeia https://t.co/jiB2ac7wWy"
CONTRA,"@UOL Só li verdades.
#MensalinhoDoTwitter 
#LulaPreso 
#lulapresidiário"
CONTRA,"Democracia para um povo burro dá nisso! 

Pôncio Pilatos perguntou à multidão:
- Qual desses dois quereis vós?
E o povo respondeu:
- Barrabás, o ladrão!

Mais de dois mil anos se passaram e o povo continua escolhendo os ladrões!!! #LulaPreso — se sentindo pensativo"
CONTRA,"#stfvergonhanacional #STFLIXO #lulapresidiário #LulaPreso #LulaNaCadeia @joflcina5721 @OdaviasMachado @branci13 @ForaStf @FadaSilvermist @LCMor9 @FPetralha @Dna_Fabby @lord2k10 @EdvoAcioli @patitaBr @Foralula @_foraLULA @_FORALULA_ 

Agora a novela é virtual... https://t.co/pkHlpkD6Mb"
CONTRA,"Queria ver uma foto do Lula na cadeia! Deve valer uma fortuna essa foto! 😂😂😂

#Lulanacadeia #Lulapresidiario #Lulapreso"
CONTRA,"@jandira_feghali @LucasDelRey Não mesmo !
#LulaPreso"
CONTRA,"@czmartins O maior respeito a democracia que o Brasil irá demonstrar é fazer com que esse ladrão safado cunpra sua pena sem essa babaquice de ONU se metendo aqui no nosso país .
#LulaPreso"
CONTRA,Índice Band🤔                                               @jairbolsonaro @CarlosBolsonaro @FlavioBolsonaro @BolsonaroSP     Porque insistem num presidiário. #Lulapreso #Bolsonaro17 https://t.co/OPJrydwpek
CONTRA,"@jandira_feghali Eu não, nunca, jamais #lulapreso #bolsonaropresidente"
CONTRA,"Engraçado, amiguinhos da esquerda não publicam propostas, só atacam os adversários. #desespero #lulapreso"
CONTRA,"@Ary_AntiPT @dilmabr @Breno_Nolasco @gleisi @JornalOGlobo O Brasil inteiro ja sabe quem é o chefe e essa hipócrita vem dizer que o PT está investigando?? ENGANADORA, MENTIROSA! E INCOMPETENTE, pq TUDO o q essa mulher ARMA, dá errado, vem a tona e pega muito mal! #ForaPT #ForaGleisi #LulaPreso"
CONTRA,#LulaPreso e muito preso! Vamos de #BolsonaroPresidente e #GeneralMourãoVicePresidente https://t.co/9M7HG4Dlxr
CONTRA,"@folha O que vale é o Datafolha né? 

#LulaPreso"
CONTRA,@crisotobias Discorrer sobre o quê? Sobre #FHC e #LulaPreso serem do mesmo saco? Sobre a falsa oposição que PT e PSDB vem fazendo esse tmp todo? Ou ainda sobre a quadrilha do #foroDeSãoPaulo que será varrida daqui?
CONTRA,@jandira_feghali A política Federal @policiafederal  está com #LulaPreso  😂😂😂😂😂
CONTRA,"@adryanrocha @NepomucenoLs @odiodobem2 @delucca E lendo o seu, da pra entender o porquê de tanto ódio do bem nesse coraçãozinho paz e amor.
#MensalinhoDoTwitter 
#LulaPreso"
CONTRA,"@MrLawful Professor deveria ser o servidor mais bem pago. Deveria ganhar mais que muitos ministros do STF.

Lições bem ensinadas esvaziaram as cadeias e até os hospitais.

#Presodenciavel
#LulaPreso #LulaPresoSempre
#MolusconaCadeia    
#CadeiasemLulaeFraude
#FBIpeguemoLula
#FimdoForo"
CONTRA,@mariadorosario @LulaOficial Eu achava q greve de fome era ficar sem comer mas pelo jeito os PTralhas criaram outra formula que nao emagrece. Essevé o pt velho de guerra kkkk #LulaPreso
CONTRA,@AnaPaulaVolei #LulaPreso nos nossos corações ❤️
CONTRA,"@luluca_21 @alexrebelo75 É o Amoedo do @partidonovo30?
Laranja ajudando os vermelhos.

#Presodenciavel #LulaPreso #LulaPresoSempre
#LulanaCadeia #MolusconaCadeia #CadeiasemLulaefraude #BastadeCoroneis #FimdoForo #ForaMaia #LulaInJail #FBIpeguemOLula #10medidas
#RenanReu #BrahmaNaCadeia #LulaCondenado"
CONTRA,@luizcbmartins @AnaJliaLouzada2 @clau_carvalho_ @ricardope @Leoni_a_jato Poderia ter sido um ótimo presidente mas a ganância disse mais alto.#LULAPRESO
CONTRA,@ricardope @henriquegtelles @matheus_azvdo Foi julgado e condenado em segunda instância.Inocente onde???????????????? #LULAPRESO
CONTRA,"@CleberBuneko João Amoedo do @partidonovo30 é a ""direita"" que veio atrapalhar a direita.
Ao invés de juntar forças com @jairbolsonaro, quer fazer um vôo impossível que só ajuda PTralhas e afins.

#Presodenciavel #LulaPreso #LulaPresoSempre
#LulanaCadeia #MolusconaCadeia #CadeiasemLulaefraude"
CONTRA,#LULAPRESO POLÍTICO E SEQUESTRADO POR UM JUDICIÁRIO CORROMPIDO EM PLENO SEC.XXI.PRESO ILEGALMENTE E SEM CRIME E MUITO MENOS SEM PROVAS.----PURA PERSEGUIÇÃO PARA TIRAR DAS ELEIÇÕES AQUELE QUE É O CANDIDATO DO POVÃO.
CONTRA,"@Estadao #LulaNaCadeia #LulaPresidiario #LulaPreso #PenaDeMortePraCorrupto

ENTENDEU @TwitterBrasil? https://t.co/O9Qr45Bh20"
CONTRA,@crisotobias @KelyBarrelin @MadreDamaFestas @lindberghfarias Estranho pq as pesquisas apontam justamente o contrário.... são os menos dotados de inteligência os eleitores do #lulaPreso 🤔
CONTRA,@mendoncabra @jornalnacional #LulaPreso E ainda é só o começo!!!! Bandido tem que fica na jaula!
CONTRA,Sob o comando do ilustríssimo presidentO Toffoli! #LulaPreso https://t.co/MkQU9Y1kym
CONTRA,"Só lembrando que o fachin liberou consulta sobre a soltura do #LulaPreso
É agora @SchuldinerSieg? https://t.co/XXVz1bt9OR"
CONTRA,"@claytownn @silvioluiz A Dilma diria:
Quem ganhou não perdeu e quem perdeu não ganhou. Para ganhar não pode perder e pra perder não se ganha e quem ganha perde.
#LulaPreso"
CONTRA,"@AleFlu39 @RogrioBarbieri @bilyguerreiro @abnunes @fluriqui @walpsan @Guerreiro_FFC @Aqipossa @AlexandreMazur @wanderleypires @CleberCyem @cbrflu @akerber @diegomengo123 @ambberwanger @flu_marco @abadpresidente @mpsp_oficial @policiafederal @MPF_PGR @MP_RJ @RedeGlobo @FluminenseFC @celprpaul @JanineRizzo @zpadrao @pauloandel @rjmitidieri @KabessaTricolor @Corinthians @FBI @lancenet @Miltonneves @jorgenicola @andreolifelipe @ademirquintino @Flamengo @ExploTricolor @NETFLU @showdavida @globoesportecom @FluExpress @FIFAcom @sportrecife @ESPNagora @espn @ESPNEsportsBR @deltanmd @ClaudioFpoeta #Globo, PT, Corinthians e #flamengo

#Fluminense #somosFluminense #Flupress #AindaMaisFortes #Flu116Anos
#PunicaoAoFlamengo #Flalusagate #lusagate #flamenguesa #flapress
#Presodenciavel #LulaPreso #LulaPresoSempre
#LulanaCadeia #MolusconaCadeia #CadeiasemLulaefraude #FimdoForo https://t.co/rFn4ZsmaCi"
CONTRA,"@2018_Lulala @BlogdoNoblat Haiahiaa #lulapreso esta é a face desse partido, face do ladrão."
CONTRA,"Háháhá o PT não cansa de passar  tanto vexame não, é? Acho que o PT está recebendo mensalinho pra gerar uma vergonha por dia kkkkk #vergonha #vexame #lulapreso #acasacaiu #MensalinhoDoTwitter"
CONTRA,"@BlogdoNoblat Esse #CiroGomes desequilibrado esqueceu dele e ficou a elogiar o #LulaPreso condenado, perdeu a oportunidade"
CONTRA,"@diImabr Pq essa galerinha de esquerda é tão mimimi? Estão pensando que todo jornalista é vendido, como acontecia com esses blogueiros que ganhavam pixuleco do PT? A farra do dinheiro roubado acabou, mortadelas! #LulaPreso🙏🏽"
CONTRA,Eu comemoro #LulaPreso sim.
CONTRA,@RedeGlobo @jornalnacional Que nota ridícula do  #willianboner sobre o #LulaPreso...É óbvio que um presidiário não pode sair da cadeia pra ser sabatinado...
CONTRA,"#eleições 
#eleições2018 
#postcomprado
#eleição
#presidência
#Planalto
#presidenciáveis 
#presidenciável
#temer
#Lula
#Lulla
#LULAPRESO em Taquaritinga https://t.co/WxWMtbShLd"
CONTRA,"#eleições 
#eleições2018 
#postcomprado
#eleição
#presidência
#Planalto
#presidenciáveis 
#presidenciável
#temer
#Lula
#Lulla
#LULAPRESO em Jaboticabal https://t.co/uIdnvOn9P8"
